#2023-03-24 14:23:20 3VW5T7AU4FM000741
#Time	03/滑差控制系统传感器/横摆角速度传感器1，Z轴/[LO]_z_axle/横摆角速度传感器1，Z轴	03/滑差控制系统传感器/横向加速度传感器1偏置/[LO]_lat acc/横向加速度传感器1偏置	03/滑差控制系统传感器/横向加速度传感器1/[LO]_lat acc/横向加速度传感器1	03/滑差控制系统传感器/纵向加速传感器/[LO]_long acc/纵向加速传感器	03/滑差控制系统传感器/转向角传感器，偏置直线运行/[LO]_steering_angle_sender/转向角传感器，偏置直线运行	03/滑差控制系统传感器/转向角传感器/[LO]_steering_angle_sender/转向角传感器	03/滑差控制系统传感器/纵向加速度传感器偏置/[LO]_long acc/纵向加速度传感器偏置	03/电子差速锁/右前	03/电子差速锁/左前制动器温度计算值	03/电子差速锁/左前	03/电子差速锁/制动信号灯开关	03/电子差速锁/右后	03/电子差速锁/左后	03/电子差速锁/左后制动器温度计算值	03/电子差速锁/系统状态	03/电子差速锁/功能状态	03/电子差速锁/右前制动器温度计算值	03/电子差速锁/右后制动器温度计算值	
#Time	03-横摆角速度传感器1，Z轴	03-横向加速度传感器1偏置	03-横向加速度传感器1	03-纵向加速传感器	03-转向角传感器，偏置直线运行	03-转向角传感器	03-纵向加速度传感器偏置	03-右前	03-左前制动器温度计算值	03-左前	03-制动信号灯开关	03-右后	03-左后	03-左后制动器温度计算值	03-系统状态	03-功能状态	03-右前制动器温度计算值	03-右后制动器温度计算值	
#ms	度/秒	m/s?	m/s?	m/s?	°	°	m/s?	-	℃	-	-	-	-	℃	-	-	℃	℃	
420	-0.029	0.39240	0.40221	-0.27468	-4.988	-4.900	-0.18750	可用	94.0	可用	已操作	可用	可用	116.5	可用	未激活	94.0	117.0	
700	0.217	0.39240	0.41202	-0.24525	-4.988	-4.988	-0.18750	可用	94.0	可用	已操作	可用	可用	116.5	可用	未激活	94.0	117.0	
1017	-0.137	0.39240	0.41202	-0.27468	-4.988	-4.988	-0.18750	可用	94.0	可用	已操作	可用	可用	116.5	可用	未激活	94.0	117.0	
1318	-0.014	0.29430	0.40221	-0.27468	-4.988	-4.988	-0.18750	可用	94.0	可用	已操作	可用	可用	116.5	可用	未激活	94.0	117.0	
1747	-0.269	0.39240	0.44145	-0.29430	-4.988	-4.988	-0.18750	可用	94.0	可用	已操作	可用	可用	116.5	可用	未激活	94.0	117.0	
2100	-0.026	0.39240	0.41202	-0.28449	-4.900	-4.988	-0.18750	可用	94.0	可用	已操作	可用	可用	116.5	可用	未激活	94.0	117.0	
2389	-0.077	0.39240	0.43164	-0.27468	-4.988	-4.988	-0.18750	可用	93.5	可用	已操作	可用	可用	116.5	可用	未激活	94.0	117.0	
2783	-0.154	0.29430	0.39240	-0.27468	-4.988	-4.988	-0.18750	可用	93.5	可用	已操作	可用	可用	116.5	可用	未激活	94.0	116.5	
3121	-0.120	0.39240	0.41202	-0.28449	-4.988	-4.988	-0.18750	可用	93.5	可用	已操作	可用	可用	116.5	可用	未激活	94.0	116.5	
3536	-0.072	0.39240	0.41202	-0.27468	-4.988	-4.900	-0.18750	可用	93.5	可用	已操作	可用	可用	116.5	可用	未激活	93.5	116.5	
3904	-0.057	0.39240	0.42183	-0.27468	-4.988	-4.988	-0.18750	可用	93.5	可用	已操作	可用	可用	116.5	可用	未激活	93.5	116.5	
4320	0.006	0.39240	0.39240	-0.27468	-4.900	-4.900	-0.18750	可用	93.5	可用	已操作	可用	可用	116.5	可用	未激活	93.5	116.5	
4761	0.000	0.39240	0.42183	-0.26487	-4.988	-4.900	-0.18750	可用	93.5	可用	已操作	可用	可用	116.5	可用	未激活	93.5	116.5	
5123	-0.063	0.39240	0.42183	-0.27468	-4.988	-4.988	-0.18750	可用	93.5	可用	已操作	可用	可用	116.5	可用	未激活	93.5	116.5	
5689	-0.097	0.39240	0.42183	-0.28449	-4.988	-4.900	-0.18750	可用	93.5	可用	已操作	可用	可用	116.5	可用	未激活	93.5	116.5	
6074	-0.029	0.39240	0.42183	-0.27468	-4.900	-4.988	-0.18750	可用	93.5	可用	已操作	可用	可用	116.5	可用	未激活	93.5	116.5	
6492	-0.072	0.39240	0.43164	-0.25506	-4.900	-4.988	-0.18750	可用	93.5	可用	已操作	可用	可用	116.5	可用	未激活	93.5	116.5	
6951	-0.057	0.29430	0.39240	-0.27468	-4.900	-4.900	-0.18750	可用	93.5	可用	已操作	可用	可用	116.5	可用	未激活	93.5	116.5	
7320	-0.063	0.39240	0.41202	-0.27468	-4.900	-4.988	-0.18750	可用	93.5	可用	已操作	可用	可用	116.5	可用	未激活	93.5	116.5	
7733	0.011	0.29430	0.38259	-0.27468	-4.900	-4.988	-0.18750	可用	93.5	可用	已操作	可用	可用	116.5	可用	未激活	93.5	116.5	
8073	0.034	0.39240	0.40221	-0.28449	-4.900	-4.900	-0.18750	可用	93.0	可用	已操作	可用	可用	116.5	可用	未激活	93.5	116.5	
8491	-0.057	0.29430	0.40221	-0.26487	-4.988	-4.900	-0.18750	可用	93.0	可用	已操作	可用	可用	116.5	可用	未激活	93.5	116.5	
8891	-0.017	0.39240	0.41202	-0.27468	-4.988	-4.988	-0.18750	可用	93.0	可用	已操作	可用	可用	116.5	可用	未激活	93.5	116.5	
9242	0.006	0.29430	0.38259	-0.26487	-4.900	-4.900	-0.18750	可用	93.0	可用	已操作	可用	可用	116.5	可用	未激活	93.0	116.5	
9593	-0.046	0.39240	0.41202	-0.27468	-4.900	-4.900	-0.18750	可用	93.0	可用	已操作	可用	可用	116.0	可用	未激活	93.0	116.5	
9925	-0.017	0.39240	0.40221	-0.26487	-4.900	-4.988	-0.18750	可用	93.0	可用	已操作	可用	可用	116.0	可用	未激活	93.0	116.5	
10245	-0.123	0.29430	0.39240	-0.28449	-4.988	-4.900	-0.18750	可用	93.0	可用	已操作	可用	可用	116.0	可用	未激活	93.0	116.5	
10660	0.000	0.39240	0.41202	-0.27468	-4.900	-4.900	-0.18750	可用	93.0	可用	已操作	可用	可用	116.0	可用	未激活	93.0	116.5	
11230	-0.120	0.29430	0.39240	-0.28449	-4.900	-4.900	-0.18750	可用	93.0	可用	已操作	可用	可用	116.0	可用	未激活	93.0	116.5	
11642	-0.072	0.39240	0.40221	-0.26487	-4.988	-4.900	-0.18750	可用	93.0	可用	已操作	可用	可用	116.0	可用	未激活	93.0	116.5	
11940	-0.014	0.39240	0.42183	-0.27468	-4.900	-4.900	-0.18750	可用	93.0	可用	已操作	可用	可用	116.0	可用	未激活	93.0	116.5	
12250	-0.003	0.39240	0.41202	-0.25506	-4.900	-4.988	-0.18750	可用	93.0	可用	已操作	可用	可用	116.0	可用	未激活	93.0	116.5	
12595	-0.120	0.29430	0.40221	-0.25506	-4.900	-4.988	-0.18750	可用	93.0	可用	已操作	可用	可用	116.0	可用	未激活	93.0	116.5	
12962	0.046	0.39240	0.40221	-0.26487	-4.988	-4.988	-0.18750	可用	93.0	可用	已操作	可用	可用	116.0	可用	未激活	93.0	116.5	
13446	-0.031	0.39240	0.42183	-0.26487	-4.900	-4.988	-0.18750	可用	93.0	可用	已操作	可用	可用	116.0	可用	未激活	93.0	116.5	
13980	-0.066	0.39240	0.41202	-0.27468	-4.900	-4.988	-0.18750	可用	92.5	可用	已操作	可用	可用	116.0	可用	未激活	93.0	116.5	
14346	-0.057	0.39240	0.40221	-0.29430	-4.988	-4.988	-0.18750	可用	92.5	可用	已操作	可用	可用	116.0	可用	未激活	93.0	116.0	
14763	-0.031	0.39240	0.40221	-0.27468	-4.988	-4.900	-0.18750	可用	92.5	可用	已操作	可用	可用	116.0	可用	未激活	93.0	116.0	
15198	-0.143	0.29430	0.39240	-0.28449	-4.988	-4.900	-0.18750	可用	92.5	可用	已操作	可用	可用	116.0	可用	未激活	92.5	116.0	
15597	0.063	0.39240	0.40221	-0.29430	-4.900	-4.988	-0.18750	可用	92.5	可用	已操作	可用	可用	116.0	可用	未激活	92.5	116.0	
16000	-0.057	0.29430	0.39240	-0.13734	-4.900	-4.900	-0.09375	可用	92.5	可用	未操作	可用	可用	116.0	可用	未激活	92.5	116.0	
16336	-0.063	0.39240	0.44145	0.07848	-4.900	-4.988	0.00000	可用	92.5	可用	未操作	可用	可用	116.0	可用	未激活	92.5	116.0	
16864	-0.006	0.39240	0.40221	1.65789	-4.769	-4.769	1.56250	可用	92.5	可用	未操作	可用	可用	116.0	可用	未激活	92.5	116.0	
17241	-0.286	0.39240	0.44145	2.41326	-4.594	-4.594	2.25000	可用	92.5	可用	未操作	可用	可用	116.0	可用	未激活	92.5	116.0	
17552	-0.252	0.29430	0.33354	1.50093	-2.800	-2.888	2.43750	可用	92.5	可用	未操作	可用	可用	116.0	可用	未激活	92.5	116.0	
17897	-0.292	0.39240	0.44145	1.05948	-1.269	-1.181	1.75000	可用	92.5	可用	未操作	可用	可用	116.0	可用	未激活	92.5	116.0	
